text,airline_sentiment
 has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,negative
 so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at OHare ? gross HelpMePlease AnyoneThere,neutral
" also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",negative
 thank you. I flew into Newark from Vail/Eagle.,positive
  i have a weekend of dealing with your company that would say otherwise.,negative
 now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! BusinessTravel goodenoughmother,negative
" the proper response: sorry for your wait, what flight  were you on so we can look into the issue. That's how  would handle.",negative
 your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bagdisgutedindenver,negative
 please upload the March on-demand entertainment listing on your website! ✈️,neutral
 So you are inadequate by accident?,negative
   @ Denver International Airport https://t.co/tKVmHBkeC3,positive
 Thank you for responding so quickly with a helpful tool! ,positive
 boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,negative
 Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN unfriendlyskies http://t.co/QuzVmK2rTR,negative
 empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. UnFriendlySkies http://t.co/lOecO4gmvd,negative
 ...and when that doesn't work...,negative
" did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",neutral
 searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,negative
" flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",negative
 That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,negative
 what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!,neutral
 thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral
 still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,negative
 I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,neutral
 or  has lost my baggage… heard different things from different employees of .  has said nothing.,negative
" cs thinks that miles can repair the damage done, it will be interesting if they travel in  and exp the worst flight ever!",negative
 I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,neutral
 I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,negative
 Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,positive
 that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,negative
" I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",negative
 your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with ,negative
 never heard of this? http://t.co/QDebyaHqfM,negative
" doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, ?",negative
 Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s,negative
 I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.,negative
 that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,positive
 I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,negative
 currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,negative
" fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. UnitedAirlines",negative
 has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,negative
 should NOT sell tickets for  on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,negative
" Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.spousal.discrimination/angry.",negative
 Thank you!,positive
 When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,neutral
 My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,positive
" yes, after this awful weather it appears I can get home",neutral
 yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,negative
 Lovely new plane from LGA to ORD but no power outlets?,negative
" but if i tweet the ID number, won't that reveal my home address to anyone on the web?",negative
 I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,negative
 the person is currently bettween gates 71A and 73 in LAX,neutral
 i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,negative
" rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",negative
 thank you for the quick response but I cannot dm you until you follow me as well,neutral
 iCloud it is not there yet -- PLEASE HELP 917 703 1472,negative
" I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",neutral
 I did... no response back,negative
 this is atrocious customer service.,negative
" will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía ",neutral
 albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay poorcustomerservice,negative
 you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,negative
  THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,negative
" thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",neutral
 of course I did. The bag should be here by now :( frustrated,negative
 you are the worst. I will avoid you like the plague.,negative
 is the worst airline in the world.,negative
 someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,negative
 Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,negative
" I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well AlwaysDelayedOnUnited",negative
 I will but right now I'm to angry,negative
 first time flying with United. Also last time. terrible back to  for me. branson virginatlantic UnitedAirlines,negative
 I used to be a committed ContinentalAirlines flyer until merger. I remember now why I switched to  CommunicationFail,negative
 the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! notfair,negative
" I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",negative
 I think DM would be better,negative
 gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! ,negative
 you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,negative
 how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? ,negative
 already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,negative
 once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,negative
 really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. theworst,negative
 Asked Flight attendant what typical compensation would be &amp; says we might get free TV. Unacceptable,negative
 done,neutral
" Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",neutral
 has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home,negative
" During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.",negative
"  found a group of people who actually hates people more than ISIS, thats right United Airlines.",negative
" Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people",negative
 thank you,positive
 by the time I finally get to Dallas I could have driven with less frustration and cheaper.,negative
" I'm trying to get to my final destination, we need compensation. Just about 2hrs of personal time wasted.",negative
 that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,negative
 he has no priority and Iove it,positive
 Pleased to be a Premier Platinum,positive
 how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,negative
"  hahaha. If they weren't an American company, i would say this was great sarcasm!!",negative
 i think he actually did not like your screen   😃😃😃,negative
 Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,negative
 It's a shame choosing United may be the difference between reuniting with aging friends and never seeing them again PoorService,negative
" hi guys, do you have a general enquires email address please? Thanks David.",neutral
 Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.,negative
 my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,negative
 UnitedAirlines Pls Fix AspenBaggageFail issues. Had to pay my own way to Aspen after flight Cancelled Flight. Left us in the cold in DEN.,negative
 Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,negative
 Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?,negative
Thank you “:  I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”,positive
 In the process of recovering their car rental - condo rental $ in Florida. They called United for an alternate flight NOANSWER,negative
" I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?",neutral
 thanks for listening! I definitely was not the only person in line who thought it was absurd.,positive
 We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. WTF fb,negative
" Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",negative
 Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max epicfailunited,negative
 That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,negative
 blocked me from DM'ing them because they would rather I complain about them in a public forum,negative
 ok. I just submitted. Thanks for the opportunity to give feedback.,positive
 Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,positive
" I will, as soon as I am done with my article.  Thanks!  ~Tom",positive
 booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,negative
 We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,negative
 pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,negative
 have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,negative
" Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",negative
 is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,negative
" I'm rebooked now, but the line was 300 people deep.",negative
. For those playing along at home: http://t.co/2b4bDTldX2,neutral
"  yes, they said it took more than an hour!",negative
 those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,negative
 Ok thank again for your help!,positive
 Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,negative
Thanks .  had a question about the wait time for baggage on UA6366,neutral
 flight 1491...plane from SFO to DEN is basically on time.,positive
 thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,positive
 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,negative
" Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",negative
" This must be a drone “:  We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",negative
" Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",negative
 flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,negative
" Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted.",negative
 well that's big of you but I don't have terribly high expectations at this point.,negative
 it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,negative
" nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not",negative
 Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,positive
" Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",negative
 I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,negative
" really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",negative
" that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",positive
 I did. The AC went on for about 20 minutes before returning to the Mojave Desert. PressureCooker HeatTrap,negative
 Nope - still no one helped me.  Giving up on united. badservice,negative
" 8602947, jon at http://t.co/58tuTgli0D, thanks.",neutral
 when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative
 I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,negative
 Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,negative
" I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",negative
 45+ min at EWR baggage claim stillnobags ridiculous,negative
Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? ,neutral
But I don't see AA ,neutral
 Did you find out where it is? Thanks,neutral
" On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",negative
 yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j,negative
 at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  missedWork clientNotHappy http://t.co/sUPrLfOi8T,negative
 thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,positive
 don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,negative
 Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,negative
" I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",negative
" done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",negative
 look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,positive
 Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,negative
", this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",negative
" the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",negative
" 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",negative
" of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",negative
 I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,negative
" flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",negative
 ok thx!,positive
 I can't DM you so here's the confirmation  G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you,neutral
 go to hell,negative
" since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",negative
 Definitely will!,neutral
 Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,negative
"  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",negative
 great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,positive
 counter agents at RDU deserve a medal. thankyou,positive
The saga of the  bag delay w/  - will there be a reunion or will she be forced to go shopping? Stay tuned.,negative
 Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,negative
 thank you. Literally called for preboarding as I ran up.,positive
 why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,negative
" it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse",negative
 that's brilliant Thankyou so much. Is it classed as part of carryon?,positive
 what gate is ua5396 leaving from?,neutral
 thank you for listening to my compliant and doing the right thing. I appreciate you working with me,positive
 we've been here since 3am and you've Cancelled Flightled our flight twice,negative
 no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,negative
 UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,negative
 from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,negative
 fails again.  saves the day.,neutral
 better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,negative
 is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,negative
 Great! I'm ready to go home.,positive
 wow you even answered back!  Awesome!   That's customer service!!! usairwaysfail,positive
. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?,neutral
 noooooooooooooooooooooope.,negative
" Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",negative
  : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,positive
" Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",neutral
 Thank you! You need to follow back tho otherwise I can't DM you. X,positive
" it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",negative
" States faundation was by faith Judeo Cristian, it was by ideologias.@ http://t.co/mWBk68k0A3",neutral
  : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.,negative
 Just sent! Thanks :),positive
 already missed  connection ugh,negative
"  : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",negative
 How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!,negative
 there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.,negative
 flight 3763 IAd-Sat. We're on the outdoor track for an hour,negative
 - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO 1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,negative
 u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  linesforever customerservice fail again,negative
 you're the reason this whole travel experience has been a nightmare,negative
 what a pointless tweet. At least  asked me to follow them to try and resolve,negative
 that's not even an apology,negative
 that's cool - now what?,negative
 - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO 1589.  You're the ONLY airline without WiFi...,negative
", b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv",negative
 are you able to see if there are seats open on another flight??,neutral
 unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,negative
" Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",negative
" Either is fine. However, plundering my hard-earned dollars is not fine.",negative
  hahaha. At least they gave u a refund.,neutral
" your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?",negative
", and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING",negative
 How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,negative
" Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",negative
" In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh customerservice",negative
" e-ticket  0162389030167, refund request  16866853, case id  8465981",negative
 been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!,negative
"
You really know how to piss people off. Your Farelock option is fake!",negative
", last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",negative
 only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔,negative
 We're hoping to hear from you actually.,negative
" shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",negative
" It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".",negative
" b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",negative
" a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",negative
" sorry for the delayed response. It was UA 381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",negative
 Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,negative
 thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,positive
 gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,negative
" I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",negative
" Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch "" to YYZ! Good customerservice is dead.",negative
" Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",negative
 BUT you have received confirmation via email that you are confirmed and ticketed on this flight.,neutral
 Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,negative
 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  family precioustime,negative
" After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",neutral
 has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,negative
" is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",negative
"  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol",negative
 it won't help...been there done that.,negative
 forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,negative
 would love help getting there today. In EWR now. Will take any airline and connections. Thx,positive
 today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,negative
 we had four scheduled flights on this reservation and literally did not take one! Unreal,negative
 in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,negative
 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,negative
 arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,negative
 thank you!,positive
 Thanks for the update.,positive
 and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl ,negative
 I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,negative
" ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",negative
 Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).,negative
 UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,neutral
 just confirmed a seat! Crisis averted! Beers won't be missed now,positive
 was that English? I'll DM though I don't think you'll make a plane appear.,negative
 looks like today will be my 6th consecutive delayed flight from you...do I win a prize???  Air why don't you fly to SBA? 😭,negative
 sitting in a plane with no pilot.  Thanks! waitingonapilot denver siouxfalls whyairtravelsucks,negative
 Understood and thanks! I should have tried reaching out sooner.,positive
 already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,negative
 received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,negative
 Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. UnitedAirlines,negative
 follow back and I'll give you the details.,neutral
" and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!",negative
 The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks.    ,positive
" my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!",negative
 Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.,negative
 switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative
 traveling with  who is injured. Gate agent in Chicago was awesome helping her. TY roadwarrior,positive
  UnitedAirlines  how long will1531 be delayed.,negative
 Why isn't the flight status updated to delayed UA1532 no board,negative
 I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too?  knows better..,negative
 i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!,negative
 you suck.    9 hour delay?!,negative
 you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.,negative
"  scott, need a good book suggestion?",neutral
" JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes.",negative
 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,negative
 please see dm!!,neutral
. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?,negative
 Please msg me a  for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport,negative
 AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,negative
 still no response??,negative
 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December,neutral
 should have been able to get seat assign without paying $174 more - cust sec should have done that for me,negative
" There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",negative
 Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,negative
 My credit card was charged on the transaction when I was told it would not be. If the charge goes through I will be contacting you.,negative
 my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?,negative
 Thanks!,positive
 768 SFO to BOS and no internet it is 2015 what gives?,negative
" is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats,  you're not that bad!",negative
 I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!,negative
" I got email update but still no ETA. More communication/details, apology + info on compensation rights would go a long way",negative
 Late Flight crew into btv last nite delayed todays flt. Will miss connection to cun. Why do I have to play for hotel tonight in ewr?,negative
 no they aren't - I just called to check. WORSTCUSTOMERSERVICE,negative
 passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines),negative
" been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",positive
" need to work on your United flierfriendly program. At the very least, clue in your flight attendants.",negative
 space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with united,negative
 's new flierfriendly is garbage. Just had to cry to get attendant to find a place for my medical supplies with limited overhead,negative
. epic fail. . no jetway. been here 15 mins on tarmac!,negative
 at the gate! IAD to RDU,neutral
" thanks for the link, now finally arrived in Brussels, 9 h after schedule...",negative
 to operated B767-300ER from Newark to Zurich  replacing B767-400ER between 6MAY-23SEP instead till 23OCT avgeek,neutral
 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to  neveragain WORSTCUSTOMERSERVICE,negative
 Hi! what is the phone number for reservations in Venezuela? Thanks,neutral
 can I request a ticket change through twitter ?,neutral
" UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues",negative
 to start daily B777-200ER flights from Newark to Milan Malpensa replacing B767-400ER on 7APR instead 28MAR avgeek,neutral
 to start daily B777-200ER flights from Newark to Frankfurt  replacing B767-400ER on 2JUL avgeek,neutral
 has the best customer experience via twitter - huge fan!!!,positive
 Thank you for your response!,neutral
 Flight 683 last night was bad4business. Will be a long time before I recommend United to anyone.,negative
" Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help",negative
" working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.",negative
 love the new 1st class breakfast!,positive
 i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,negative
" flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!",negative
 so is the ^JJ standing for Just Joking?  I am not finding the humor.,negative
 Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report,neutral
 at this point I made it home on my own.,negative
 I DM'd child's birthdate and full name.,neutral
 Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!,positive
" I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
J",negative
" you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.",negative
 it wasn't a comment. It was a question. But thanks for your copy and paste response,negative
 Lisa J is amazing the guy not so much.,neutral
" you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",negative
